Image_Path,Next_Image_Path
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000061 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000062 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000063 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 012.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 013.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 013.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000064 014.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000065 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 012.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 013.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 013.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 014.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 014.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 015.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 015.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 016.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 016.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 017.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 017.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000066 018.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000067 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000068 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000069 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000070 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000071 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000072 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 001.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 002.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 002.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 003.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 003.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 004.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 004.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 005.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 005.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 006.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 006.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 007.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 007.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 008.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 008.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 009.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 009.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 010.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 010.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 011.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 011.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 012.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 012.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 013.jpg
/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 013.jpg,/sddata/projects/Cervical_Cancer_Projects/data/IRIS_DR/DOM 000073 014.jpg
